Title,Title_URL,Image,product_promos_specialcamp,Content,Description,Price,Price1,Price2,Location,Location3,bluproduct_ratingwrapper,bluproduct_sold,Image4
" 
      Bafash Sportwear Wind Jaket Pria - Black 
    ",https://www.blibli.com/p/bafash-sportwear-wind-jaket-pria-black/ps--BAF-19919-00014?ds=BAF-19919-00014-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1ld5F4C3vhzXSPWDcc74WLcLeJfb0/unHj3Ax1feY2GDVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX4FIV3TYG4eZlaHQvtHp2GSlg9DYcGal6Nha+0m5BO3EeiRIJn1Q5zmSrBX55mysPomoKcervbZdmKOuLnVtTF8Kqlbkt0JvZnaof2SXmg5HoSygAE0PRQ9tvyhFsOCB5RfyUcjpfQtbDHqJqFsTE07&cnc=false&pickupPointCode=BAF-19919-001&pid1=BAF-19919-00014,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"• Long sleeves jacket 
• Desain trendy 
• High collar, front button opening, 2 side zipper pockets 
• Detail ribbed pada hem cuff, aksen akrylik pada celuring, dan zipper high quality YKK 
• Material : Mayer","
          Rp299.250
        ","
            Rp399.000
          ","
            25%
          ", ARCILO Official Store , Kota Bandung ,"4,6", Terjual 185 ,https://www.static-src.com/siva/asset/10_2023/cnc_new.png
" 
      VM Slimfit Short Sleeves Shirt Kemeja Pria - Dark Tosca 
    ",https://www.blibli.com/p/vm-slimfit-short-sleeves-shirt-kemeja-pria-dark-tosca/ps--VMP-18274-00514?ds=VMP-18274-00514-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1rwOfp9UsBpfXkCbd0E8D4Ob8Oid8tHxSkm0NGVS8Q9OVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX5S8zmthDZvuxaMAiMic0Z/VadLzfI1Uug6xRZEdsASicz0Rl8lfc9CnJqjMMx4lFpRiA2nX5MQkJ/wB53voxWGaqh6PGE/3p3TQu9bb/qTJsZKelDG2VKxWGD3P+Mux0lHWJ2l6vVUDGMPRV5VPpjl&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00514,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"
Short sleeves shirt
Didesain formal
Pointed collar dan front button opening
Left chest pocket
Material : Katun
","
          Rp100.000
        ","
            Rp199.000
          ","
            50%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,5", Terjual 182 ,
" 
      Kaos Polos KPM Apparel Classic Premium Size L 
    ",https://www.blibli.com/p/kaos-polos-kpm-apparel-classic-premium-size-l/ps--KAP-60076-00033?ds=KAP-60076-00033-00010&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1i2ikWrmFtAk6tugbRzQ1ZTk1yDEgYByaks87B8YD8pmV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3143242&pid1=KAP-60076-00033,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,• ? -,"
          Rp45.590
        ","
            Rp94.000
          ","
            52%
          ", Kaos Polos Mania Official Store , Kota Jakarta Barat ,"4,8", Terjual 178 ,
" 
      Cottonology Hella Kemeja Pria - Black 
    ",https://www.blibli.com/p/cottonology-hella-kemeja-pria-black/ps--COY-60022-00106?ds=COY-60022-00106-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1vp5gNirDVgQ1s4Rf7CJ6sDhIB+Jg/pQtnwFTApUK+mpV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyVjXgy57andpxJvQQSe9vir2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3036853&pid1=COY-60022-00106,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Long sleeves shirt
• Didesain trendy
• Pointed collar, front button opening
• Left chest pocket dan button of cuff
• Material : Katun berkualitas","
          Rp99.000
        ","
            Rp335.000
          ","
            70%
          ", COTTONOLOGY Official Store  , Kota Bandung ,"4,5", Terjual 171 ,
" 
      VM Polos Katun Pendek Slimfit Kemeja Pria - Merah Maroon 
    ",https://www.blibli.com/p/vm-polos-katun-pendek-slimfit-kemeja-pria-merah-maroon/ps--VMP-18274-00276?ds=VMP-18274-00276-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1gLZZy9K6PUpwQKODyZdsp/XJKpD35XHUDJaNxcAe7xOVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX4FIV3TYG4eZlaHQvtHp2GSlg9DYcGal6Nha+0m5BO3EeiRIJn1Q5zmSrBX55mysPomoKcervbZdmKOuLnVtTF88W6/esERL677BKyB6iQ7HM8tt2YWdBquMcqzqH4LeEZfyUcjpfQtbDHqJqFsTE07&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00276,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"• Short sleeves shirt
• Didesain trendy
• Pointed collar dan front button opening
• Left chest pocket
• Material : Katun","
          Rp105.000
        ","
            Rp199.000
          ","
            47%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,3", Terjual 167 ,
" 
      Aerostreet T Shirt Golden Samurai Navy Kaos T-Shirt Tshirt AADAA 
    ",https://www.blibli.com/p/aerostreet-t-shirt-golden-samurai-navy-kaos-t-shirt-tshirt-aadaa/ps--AEO-60022-01024?ds=AEO-60022-01024-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1qosMRo0beWgH7C7duvt2YYQ3TyhGNXr6UpkDhZS/r7PV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdK9jh/3ybX9B3ksJFQCWGCCQ0ODsshdvvLcN374agqNArvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3094066&pid1=AEO-60022-01024,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"• Jaminan sablon plastisol awet dan tahan lama
• Sejuk dan nyaman saat dipakai","
          Rp69.900
        ","
            Rp139.800
          ","
            50%
          ", AEROSTREET  Official Store , Kab. Klaten ,"4,9", Terjual 165 ,
" 
      VM Parka Bolak Balik 2in1 Jaket Pria 
    ",https://www.blibli.com/p/vm-parka-bolak-balik-2in1-jaket-pria/ps--VMP-18274-01017?ds=VMP-18274-01017-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1h8tpjhv5QZrQ45eyxzSVAQNS6uzeg8PDm37ddssz2OaVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX4FIV3TYG4eZlaHQvtHp2GSlg9DYcGal6Nha+0m5BO3EeiRIJn1Q5zmSrBX55mysPomoKcervbZdmKOuLnVtTF8Kqlbkt0JvZnaof2SXmg5HoSygAE0PRQ9tvyhFsOCB5RfyUcjpfQtbDHqJqFsTE07&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-01017,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"
Long sleeve jacket
Didesain trendy
Button & zipper opening, slip & zipper pocket
Detail hoodie, dan ribbed & hem bottom
Material : Fleece berkualitas tinggi 
","
          Rp165.000
        ","
            Rp320.000
          ","
            48%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,7", Terjual 160 ,
" 
      Giordano Men's Dear Future Print Tee - Artic Blue [0109121521] 
    ",https://www.blibli.com/p/giordano-men-s-dear-future-print-tee-artic-blue-0109121521/ps--GII-70017-00185?ds=GII-70017-00185-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mp+83pXG0HDxT9CIVAT7Po4ykOIhHvlrnZJSl6L4Bf9Vfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX5S8zmthDZvuxaMAiMic0Z/VadLzfI1Uug6xRZEdsASicz0Rl8lfc9CnJqjMMx4lFpRiA2nX5MQkJ/wB53voxWGaqh6PGE/3p3TQu9bb/qTJmGhRfDN0NtU0ndt1F0LJt9HWJ2l6vVUDGMPRV5VPpjl&cnc=false&pickupPointCode=PP-3347994&pid1=GII-70017-00185,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• - Kaos bernuansa pastel dengan statementable typographic print
• - Warna arctic blue (biru)
• - Kerah bulat
• - Unlined
• - Regular fit
• - Material katun tidak transparan, ringan, dan tidak stretch","
          Rp149.000
        ","
            Rp329.000
          ","
            55%
          ", GIORDANO INDONESIA Official Store , Kota Tangerang ,"4,9", Terjual 159 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Zalmore Basic Men Vneck T-Shirt Premium Cotton - Kaos Polos Pria 
    ",https://www.blibli.com/p/zalmore-basic-men-vneck-t-shirt-premium-cotton-kaos-polos-pria/ps--ZAE-60032-00079?ds=ZAE-60032-00079-00006&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1sNl3HC/50hQAeZGMXiXKxXehdNNYr2zYaeu/86zTImvV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyVHMf4kohFmca9mdDQdWcROyleB+1RZPllbncZ54OrEunNbk2VveqfP/z6r1x556DjDRm2qUG4nwO4EdpAt3JnQMij/4xkwBjbHdnInRru+a&cnc=false&pickupPointCode=PP-3276103&pid1=ZAE-60032-00079,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Size Detail (Lingkar Dada x Panjang) SLIMFIT 
•S : 100 x 66 cm 
•M : 106 x 68 cm 
•L : 112 x 70 cm 
•XL : 118 x 72 cm 
•2XL : 124 x 74 cm 
•Notes : Toleransi error size, -+ 5% dari size chart di atas","
          Rp47.500
        ","
            Rp90.000
          ","
            47%
          ", Zalmore Official Store , Kab. Bandung ,"5,0", Terjual 145 ,
" 
      Blythe Salman Kemeja Shanghai Kerah Tegak Lengan Panjang Pria 
    ",https://www.blibli.com/p/blythe-salman-kemeja-shanghai-kerah-tegak-lengan-panjang-pria/ps--BLM-60037-01101?ds=BLM-60037-01101-00009&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1sqZOtqshwCXQnjoZobYkAixrenW3zdGPvwIgW/+QKYDVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX5S8zmthDZvuxaMAiMic0Z/VadLzfI1Uug6xRZEdsASicz0Rl8lfc9CnJqjMMx4lFpRiA2nX5MQkJ/wB53voxWGaqh6PGE/3p3TQu9bb/qTJu6otRUl9syRzVcpsH5hSZNHWJ2l6vVUDGMPRV5VPpjl&cnc=false&pickupPointCode=PP-3111139&pid1=BLM-60037-01101,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,,"
          Rp139.000
        ","
            Rp399.000
          ","
            65%
          ", Blythe Men Official Store , Kota Bekasi & kota lainnya ,"4,7", Terjual 138 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Blythe T-shirt Print Wording Kaos Lengan Pendek Pria 
    ",https://www.blibli.com/p/blythe-t-shirt-print-wording-kaos-lengan-pendek-pria/ps--BLM-60037-01182?ds=BLM-60037-01182-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1mlH+JNO8s3hOeKWamoGuGmrW8hfyskRII1vqDVsrYGMV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3111139&pid1=BLM-60037-01182,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,,"
          Rp49.000
        ","
            Rp129.000
          ","
            62%
          ", Blythe Men Official Store , Kota Tangerang & kota lainnya ,"5,0", Terjual 136 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Giordano Men's Crew Neck Tee - Mid Heather Grey [0102025003] 
    ",https://www.blibli.com/p/giordano-men-s-crew-neck-tee-mid-heather-grey-0102025003/ps--GII-70017-00144?ds=GII-70017-00144-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1tdobVqmzwgf8yAhlmqjjJo4ykOIhHvlrnZJSl6L4Bf9Vfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX5S8zmthDZvuxaMAiMic0Z/VadLzfI1Uug6xRZEdsASicz0Rl8lfc9CnJqjMMx4lFpRiA2nX5MQkJ/wB53voxWGaqh6PGE/3p3TQu9bb/qTJmGhRfDN0NtU0ndt1F0LJt9HWJ2l6vVUDGMPRV5VPpjl&cnc=false&pickupPointCode=PP-3347994&pid1=GII-70017-00144,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• - Kaos desain basic untuk daily home look yang nyaman 
• - Warna abu-abu 
• - Kerah bulat 
• - Unlined 
• - Regular fit 
• - Material katun tidak transparan, ringan, dan tidak stretch","
          Rp149.000
        ","
            Rp259.000
          ","
            42%
          ", GIORDANO INDONESIA Official Store , Kota Tangerang ,"4,7", Terjual 135 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Cottonology Kaos Katun Bambu Pria Navy 
    ",https://www.blibli.com/p/cottonology-kaos-katun-bambu-pria-navy/ps--COY-60022-00679?ds=COY-60022-00679-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1vjz/WroI25BmqAH3xMlTAAQCtDsQlo4IUT0JX1d8EjFV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3036853&pid1=COY-60022-00679,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,,"
          Rp55.000
        ","
            Rp185.000
          ","
            70%
          ", COTTONOLOGY Official Store  , Kota Bandung ,"4,6", Terjual 132 ,
" 
      Aerostreet T Shirt Southcoast Hijau Army Kaos T-Shirt Tshirt AABAA 
    ",https://www.blibli.com/p/aerostreet-t-shirt-southcoast-hijau-army-kaos-t-shirt-tshirt-aabaa/ps--AEO-60022-00992?ds=AEO-60022-00992-00002&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1luIMT95keHxH7kBIGvYLJ4Q3TyhGNXr6UpkDhZS/r7PV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdK9jh/3ybX9B3ksJFQCWGCCQ0ODsshdvvLcN374agqNArvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3094066&pid1=AEO-60022-00992,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"• Jaminan sablon plastisol awet dan tahan lama
• Sejuk dan nyaman saat dipakai","
          Rp69.900
        ","
            Rp139.800
          ","
            50%
          ", AEROSTREET  Official Store , Kab. Klaten ,"4,8", Terjual 131 ,
" 
      Cottonology Kaos Katun Bambu Pria Misty 
    ",https://www.blibli.com/p/cottonology-kaos-katun-bambu-pria-misty/ps--COY-60022-00687?ds=COY-60022-00687-00005&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1prveGSMslp8Bph96R6Eh4gQCtDsQlo4IUT0JX1d8EjFV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3036853&pid1=COY-60022-00687,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,,"
          Rp55.000
        ","
            Rp185.000
          ","
            70%
          ", COTTONOLOGY Official Store  , Kota Bandung ,"4,8", Terjual 128 ,
" 
      VM Jumbo Kaos Oblong Polos Basic Tangan Pendek T-Shirt Pria - Biru 
    ",https://www.blibli.com/p/vm-jumbo-kaos-oblong-polos-basic-tangan-pendek-t-shirt-pria-biru/ps--VMP-18274-00862?ds=VMP-18274-00862-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1kh/VhLquqGNO47jmAefhowQCtDsQlo4IUT0JX1d8EjFV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdK9jh/3ybX9B3ksJFQCWGCCQ0ODsshdvvLcN374agqNArvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00862,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,"
Short sleeves t-shirt
Desain simple
Round neckline
Material : Katun 
","
          Rp55.000
        ","
            Rp129.000
          ","
            57%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,6", Terjual 125 ,
,,,,,,,,,,,,,
" 
      Kaos Polos KPM Apparel Classic Premium Size XL 
    ",https://www.blibli.com/p/kaos-polos-kpm-apparel-classic-premium-size-xl/ps--KAP-60076-00034?ds=KAP-60076-00034-00024&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1jBD7IL1siwV210t6VCLoLvk1yDEgYByaks87B8YD8pmV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3143242&pid1=KAP-60076-00034,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/medium/MTA-8688119/kaos_polos_mania_kaos_polos_kpm_apparel_classic_premium_size_xl_full01_hq08ro9m.jpeg?output-format=webp, Promo hingga ,4 Feb 2024,? -,"
          Rp45.590
        ","
            Rp94.000
          ","
            52%
          ", Kaos Polos Mania Official Store , Kota Jakarta Barat ,"4,7", Terjual 121 ,
" 
      Bafash Jaket Men Sportwear Windcheater - Black 
    ",https://www.blibli.com/p/bafash-jaket-men-sportwear-windcheater-black/ps--BAF-19919-00010?ds=BAF-19919-00010-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1swcKfHtiKz9iOsUAMsWEGcLeJfb0/unHj3Ax1feY2GDVfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX4FIV3TYG4eZlaHQvtHp2GSlg9DYcGal6Nha+0m5BO3EeiRIJn1Q5zmSrBX55mysPomoKcervbZdmKOuLnVtTF8Kqlbkt0JvZnaof2SXmg5HoSygAE0PRQ9tvyhFsOCB5RfyUcjpfQtbDHqJqFsTE07&cnc=false&pickupPointCode=BAF-19919-001&pid1=BAF-19919-00010,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/medium/bafash_bafash-jaket-men-sportwear-windcheater---black_full13.jpg?output-format=webp,,,"• Jaket 
• Didesain casual 
• Zippr opening dan side pockets 
• Detail ribbed pada cuff 
• Material : Mayer","
          Rp299.250
        ","
            Rp399.000
          ","
            25%
          ", ARCILO Official Store , Kota Bandung ,"4,3", Terjual 120 ,https://www.static-src.com/siva/asset/10_2023/cnc_new.png
" 
      Giordano Men's Crew Neck Tee - Haute Red [0102025024] 
    ",https://www.blibli.com/p/giordano-men-s-crew-neck-tee-haute-red-0102025024/ps--GII-70017-00082?ds=GII-70017-00082-00006&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1p2rJE8/x3SSMlIiCAaoyEo4ykOIhHvlrnZJSl6L4Bf9Vfpio0v83fyImViRCUjYcP1ycHsD0Gv3pU06hp78fX5S8zmthDZvuxaMAiMic0Z/VadLzfI1Uug6xRZEdsASicz0Rl8lfc9CnJqjMMx4lFpRiA2nX5MQkJ/wB53voxWGaqh6PGE/3p3TQu9bb/qTJmGhRfDN0NtU0ndt1F0LJt9HWJ2l6vVUDGMPRV5VPpjl&cnc=false&pickupPointCode=PP-3347994&pid1=GII-70017-00082,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• - Kaos lengan pendek dengan siluet yang nyaman untuk daily look 
• - Warna merah 
• - Kerah bulat 
• - Unlined 
• - Regular fit 
• - Material katun tidak transparan, ringan dan tidak stretch","
          Rp149.000
        ","
            Rp259.000
          ","
            42%
          ", GIORDANO INDONESIA Official Store , Kota Tangerang ,"4,9", Terjual 118 ,https://www.static-src.com/siva/asset/10_2023/fbb_new.png
" 
      Kaos Polos Combed 24s Enzyme Pria 
    ",https://www.blibli.com/p/kaos-polos-combed-24s-enzyme-pria/ps--KAP-60076-00096?ds=KAP-60076-00096-00003&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1p2rJE8/x3SSMlIiCAaoyEo4pwFsvutIpR5AWUlen77dV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70PfM//eNdJUCw07oJWQqIFs/CwvdFssFoOKOSDSYO3t+ZeU17vCA5Htcepz5rtGXYONp6XO8WKdHoYeMogok9fdK9jh/3ybX9B3ksJFQCWGCCQ0ODsshdvvLcN374agqNArvl0KBXJKdKcWce8lHB5y&cnc=false&pickupPointCode=PP-3143242&pid1=KAP-60076-00096,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png,,,-,"
          Rp50.000
        ","
            Rp100.000
          ","
            50%
          ", Kaos Polos Mania Official Store , Kota Jakarta Barat ,"4,6", Terjual 118 ,
" 
      Muscle Fit Kaos Polos Premium Unisex O-neck Lengan Pendek Jumbo size 
    ",https://www.blibli.com/p/muscle-fit-kaos-polos-premium-unisex-o-neck-lengan-pendek-jumbo-size/ps--INS-28338-00459?ds=INS-28338-00459-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1p2rJE8/x3SSMlIiCAaoyEoQFAgkwb8VbjM1NFNg552UV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyWi3+uwKb57MNk0lW0uh49z2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3004512&pid1=INS-28338-00459,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"• Short sleeves shirt 
• Didesain trendy 
• Regular fit, O-neckline 
• Cocok dikenakan sehari-hari 
• Material : Katun Premium","
          Rp48.403
        ","
            Rp65.900
          ","
            27%
          ", CelanaDalamPria ID Official Store , Kota Surabaya ,"4,8", Terjual 118 ,
" 
      VM Polos Hijau Kaos Polo Pria                                                                                                    
    ",https://www.blibli.com/p/vm-polos-hijau-kaos-polo-pria/ps--VMP-18274-00041?ds=VMP-18274-00041-00003&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1kl9HWEvhcIoHLuBbLg25YmaOlcv7KzVfZmXapkW61ZCV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyabEgXYSw6EIlTizZW56rpf2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00041,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,    Short sleeves polo shirt    Didesain casual    Pointed collar    2 front button opening    Material : Lakos ,"
          Rp54.000
        ","
            Rp129.900
          ","
            58%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,2", Terjual 115 ,
" 
      VM Polos Merah Kaos Polo Pria                                                                                                    
    ",https://www.blibli.com/p/vm-polos-merah-kaos-polo-pria/ps--VMP-18274-00049?ds=VMP-18274-00049-00001&source=CATEGORY&sid=2b9660647f351829&metaData=Sa0jw+XIAzQDKlCuUgCF1kl9HWEvhcIoHLuBbLg25YmaOlcv7KzVfZmXapkW61ZCV6xq99GcSyZY1Sf3L0gZM81tC/d72O3xovd3W/bG70MpLMfP88iQTh28yrud9gP8L8fQNr+iQQraBtd3ylN43svJqIi2XqjxFa1WXD2Hq7krDNQbMrsAMmfYB7gn+SuifzcNXsgpZXqur+lRlJgMyabEgXYSw6EIlTizZW56rpf2TeETumckatdkLB2bGJ7r&cnc=false&pickupPointCode=PP-3113771&pid1=VMP-18274-00049,https://www.static-src.com/frontend/catalog/static/assets/img-placeholder.png, Promo hingga ,4 Feb 2024,"
	
		Short sleeves polo shirt
	
		Didesain casual
	
		Pointed collar
	
		2 front button opening
	
		Material : Lakos

","
          Rp54.000
        ","
            Rp129.900
          ","
            58%
          ", VM-ALSHOP  Official Store , Kota Jakarta Pusat ,"4,3", Terjual 115 ,
